"No.","Time","Source","Destination","Protocol","Length","Info"
"1464","45.230000","192.168.1.183","255.255.255.255","UDP","234","49154  >  6667 Len=188"
"1465","45.232049","34.155.84.81","192.168.1.9","TLSv1.3","2802","Server Hello, Change Cipher Spec, Application Data"
"1466","45.232049","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=518 Ack=1369 Win=129920 Len=0 TSval=3998834382 TSecr=46911752"
"1467","45.232049","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=518 Ack=2737 Win=128576 Len=0 TSval=3998834382 TSecr=46911752"
"1468","45.232141","34.155.84.81","192.168.1.9","TLSv1.3","2248","Application Data, Application Data, Application Data, Application Data"
"1469","45.232141","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=518 Ack=4105 Win=129664 Len=0 TSval=3998834382 TSecr=46911752"
"1470","45.232142","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=518 Ack=4919 Win=130240 Len=0 TSval=3998834382 TSecr=46911752"
"1471","45.234010","192.168.1.9","34.155.84.81","TLSv1.3","134","Change Cipher Spec, Application Data"
"1472","45.234011","192.168.1.9","34.155.84.81","TLSv1.3","168","Application Data"
"1473","45.234118","192.168.1.9","34.155.84.81","TLSv1.3","277","Application Data"
"1474","45.234551","192.168.1.9","34.155.84.81","TLSv1.3","839","Application Data"
"1475","45.305123","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1476","45.314220","192.168.1.45","239.255.255.250","SSDP","219","M-SEARCH * HTTP/1.1 "
"1477","45.319467","34.155.84.81","192.168.1.9","TLSv1.3","121","Application Data"
"1478","45.319467","34.155.84.81","192.168.1.9","TLSv1.3","101","Application Data"
"1479","45.319575","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1656 Ack=4974 Win=131008 Len=0 TSval=3998834470 TSecr=46911840"
"1480","45.319575","34.155.84.81","192.168.1.9","TLSv1.3","97","Application Data"
"1481","45.319975","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1656 Ack=5009 Win=130944 Len=0 TSval=3998834470 TSecr=46911840"
"1482","45.319975","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1656 Ack=5040 Win=131008 Len=0 TSval=3998834470 TSecr=46911840"
"1483","45.319975","192.168.1.9","34.155.84.81","TLSv1.3","101","Application Data"
"1484","45.319975","34.155.84.81","192.168.1.9","TLSv1.3","138","Application Data"
"1485","45.319975","34.155.84.81","192.168.1.9","TLSv1.3","101","Application Data"
"1486","45.320101","34.155.84.81","192.168.1.9","TLSv1.3","101","Application Data"
"1487","45.320102","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1687 Ack=5112 Win=130944 Len=0 TSval=3998834470 TSecr=46911840"
"1488","45.320102","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1687 Ack=5147 Win=131008 Len=0 TSval=3998834470 TSecr=46911840"
"1489","45.320102","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1687 Ack=5182 Win=130944 Len=0 TSval=3998834470 TSecr=46911840"
"1490","45.320548","192.168.1.9","34.155.84.81","TLSv1.3","105","Application Data"
"1491","45.331685","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"1492","45.406973","34.155.84.81","192.168.1.9","TCP","66","443  >  65287 [ACK] Seq=5182 Ack=1722 Win=64128 Len=0 TSval=46911927 TSecr=3998834470"
"1493","45.494105","192.168.1.172","157.240.241.55","TLSv1.2","525","Application Data"
"1494","45.513789","192.168.1.9","152.199.4.33","TCP","64","[TCP Dup ACK 17#1] 65279  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"1495","45.517404","152.199.4.33","192.168.1.9","TCP","66","[TCP Dup ACK 18#1] 443  >  65279 [ACK] Seq=1 Ack=2 Win=136 Len=0 TSval=1075611543 TSecr=206937302"
"1496","45.522011","157.240.241.55","192.168.1.172","TLSv1.2","145","Application Data"
"1497","45.524619","192.168.1.172","157.240.241.55","TLSv1.2","901","Application Data"
"1498","45.524619","192.168.1.172","157.240.241.55","TLSv1.2","92","Application Data"
"1499","45.528012","157.240.241.55","192.168.1.172","TCP","60","443  >  55303 [ACK] Seq=26076 Ack=12101 Win=888 Len=0"
"1500","45.555639","157.240.241.55","192.168.1.172","TCP","1434","443  >  55303 [ACK] Seq=26076 Ack=12101 Win=888 Len=1380 [TCP segment of a reassembled PDU]"
"1501","45.555850","157.240.241.55","192.168.1.172","TLSv1.2","1434","Application Data"
"1502","45.556056","157.240.241.55","192.168.1.172","TLSv1.2","164","Application Data"
"1503","45.556056","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"1504","45.557637","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=12101 Ack=29233 Win=512 Len=0"
"1505","45.658022","Dell_ca:76:8b","Broadcast","ARP","64","Who has 192.168.1.156? Tell 192.168.1.217"
"1506","46.007959","35.175.71.102","192.168.1.43","TLSv1.2","112","Application Data"
"1507","46.010173","192.168.1.43","35.175.71.102","TLSv1.2","116","Application Data"
"1508","46.020440","35.175.71.102","192.168.1.43","TCP","66","443  >  43042 [ACK] Seq=93 Ack=93 Win=783 Len=0 TSval=563048013 TSecr=572767223"
"1509","46.025991","158.115.141.166","192.168.1.87","SIGCOMP","183","Msg format 1"
"1510","46.050155","192.168.1.87","158.115.141.166","SIGCOMP","487","Msg format 1"
"1511","46.137792","192.168.1.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"1512","46.237930","192.168.1.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"1513","46.306210","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1514","46.321728","192.168.1.45","239.255.255.250","SSDP","219","M-SEARCH * HTTP/1.1 "
"1515","46.338046","192.168.1.112","239.255.255.250","SSDP","172","M-SEARCH * HTTP/1.1 "
"1516","46.438129","192.168.1.112","239.255.255.250","SSDP","172","M-SEARCH * HTTP/1.1 "
"1517","46.504367","192.168.1.211","192.168.1.1","DNS","86","Standard query 0x69ad A edge-mqtt.facebook.com"
"1518","46.511879","192.168.1.1","192.168.1.211","DNS","122","Standard query response 0x69ad A edge-mqtt.facebook.com CNAME mqtt.c10r.facebook.com A 31.13.71.3"
"1519","46.514468","192.168.1.172","31.13.71.3","TCP","70","55524  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1520","46.518422","31.13.71.3","192.168.1.172","TCP","66","443  >  55524 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256"
"1521","46.520200","192.168.1.172","31.13.71.3","TCP","64","55524  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1522","46.526887","192.168.1.172","31.13.71.3","TLSv1.2","234","Client Hello"
"1523","46.530600","31.13.71.3","192.168.1.172","TCP","60","443  >  55524 [ACK] Seq=1 Ack=177 Win=66816 Len=0"
"1524","46.532322","31.13.71.3","192.168.1.172","TLSv1.2","1434","Server Hello"
"1525","46.532718","31.13.71.3","192.168.1.172","TLSv1.2","1846","Certificate, Server Key Exchange, Server Hello Done"
"1526","46.534483","192.168.1.172","31.13.71.3","TCP","64","55524  >  443 [ACK] Seq=177 Ack=3173 Win=131072 Len=0"
"1527","46.535312","192.168.1.172","31.13.71.3","TLSv1.2","184","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1528","46.538239","192.168.1.112","239.255.255.250","SSDP","173","M-SEARCH * HTTP/1.1 "
"1529","46.539200","31.13.71.3","192.168.1.172","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1530","46.541393","192.168.1.172","31.13.71.3","TLSv1.2","557","Application Data"
"1531","46.577269","31.13.71.3","192.168.1.172","TLSv1.2","87","Application Data"
"1532","46.577269","31.13.71.3","192.168.1.172","TLSv1.2","85","Encrypted Alert"
"1533","46.577269","31.13.71.3","192.168.1.172","TCP","60","443  >  55524 [FIN, ACK] Seq=3288 Ack=802 Win=67840 Len=0"
"1534","46.579275","192.168.1.172","31.13.71.3","TCP","64","55524  >  443 [ACK] Seq=802 Ack=3289 Win=130816 Len=0"
"1535","46.579275","192.168.1.172","31.13.71.3","TLSv1.2","89","Encrypted Alert"
"1536","46.580412","192.168.1.172","31.13.71.3","TCP","64","55524  >  443 [RST, ACK] Seq=833 Ack=3289 Win=0 Len=0"
"1537","46.638339","192.168.1.112","239.255.255.250","SSDP","173","M-SEARCH * HTTP/1.1 "
"1538","46.738522","192.168.1.112","239.255.255.250","SSDP","173","M-SEARCH * HTTP/1.1 "
"1539","46.765884","192.168.1.172","157.240.241.55","TLSv1.2","433","Application Data"
"1540","46.796376","157.240.241.55","192.168.1.172","TLSv1.2","2766","Application Data, Application Data"
"1541","46.796917","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"1542","46.798563","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=12476 Ack=32232 Win=512 Len=0"
"1543","46.838631","192.168.1.112","239.255.255.250","SSDP","173","M-SEARCH * HTTP/1.1 "
"1544","46.851205","192.168.1.211","192.168.1.1","DNS","93","Standard query 0x1b94 AAAA connectivity-check.ubuntu.com"
"1545","46.851205","192.168.1.81","3.33.190.236","TLSv1.2","1165","Application Data"
"1546","46.853331","192.168.1.1","192.168.1.211","DNS","257","Standard query response 0x1b94 AAAA connectivity-check.ubuntu.com AAAA 2001:67c:1562::24 AAAA 2620:2d:4000:1::22 AAAA 2620:2d:4000:1::23 AAAA 2620:2d:4000:1::2b AAAA 2001:67c:1562::23 AAAA 2620:2d:4000:1::2a"
"1547","46.892565","3.33.190.236","192.168.1.81","TLSv1.2","625","Application Data"
"1548","46.893216","192.168.1.81","3.33.190.236","TCP","70","37554  >  443 [ACK] Seq=13164 Ack=13935 Win=501 Len=0 TSval=133250193 TSecr=79484539"
"1549","47.030699","BelkinIntern_bb:d9:51","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.167"
"1550","47.030699","Ubiquiti_48:1b:02","BelkinIntern_bb:d9:51","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"1551","47.099770","CiscoMeraki_61:d0:cf","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.87"
"1552","47.099770","Ubiquiti_48:1b:02","CiscoMeraki_61:d0:cf","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"1553","47.178352","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"1554","47.178604","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"1555","47.306894","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1556","47.325859","192.168.1.45","239.255.255.250","SSDP","219","M-SEARCH * HTTP/1.1 "
"1557","47.329274","192.168.1.214","8.8.8.8","DNS","87","Standard query 0x8825 PTR 1.0.17.172.in-addr.arpa"
"1558","47.329274","192.168.1.214","8.8.8.8","DNS","90","Standard query 0xab32 PTR 214.1.168.192.in-addr.arpa"
"1559","47.331983","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"1560","47.335758","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0xab32 No such name PTR 214.1.168.192.in-addr.arpa"
"1561","47.335759","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0x8825 No such name PTR 1.0.17.172.in-addr.arpa"
"1562","47.604801","192.168.1.9","142.251.35.163","UDP","161","49313  >  443 Len=115"
"1563","47.611847","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"1564","47.615727","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1565","47.626588","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"1566","47.626589","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"1567","47.626838","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"1568","47.629356","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1569","47.630371","192.168.1.211","192.168.1.1","DNS","81","Standard query 0xd79b A beacons3.gvt2.com"
"1570","47.635494","142.251.35.163","192.168.1.9","UDP","67","443  >  49313 Len=25"
"1571","47.635494","192.168.1.1","192.168.1.211","DNS","93","Standard query response 0xd79b A beacons3.gvt2.com A 142.251.40.99"
"1572","47.636613","192.168.1.9","142.251.40.99","QUIC","1296","Initial, DCID=0d62b71f0cc563d1, PKN: 1, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO"
"1573","47.638141","192.168.1.9","142.251.40.99","QUIC","121","0-RTT, DCID=0d62b71f0cc563d1"
"1574","47.681489","142.251.40.99","192.168.1.9","QUIC","1292","Handshake, SCID=ed62b71f0cc563d1"
"1575","47.681490","142.251.40.99","192.168.1.9","QUIC","843","Protected Payload (KP0)"
"1576","47.681490","142.251.40.99","192.168.1.9","QUIC","211","Protected Payload (KP0)"
"1577","47.682076","192.168.1.9","142.251.40.99","QUIC","124","Handshake, DCID=ed62b71f0cc563d1"
"1578","47.682076","192.168.1.9","142.251.40.99","QUIC","77","Protected Payload (KP0), DCID=ed62b71f0cc563d1"
"1579","47.682517","192.168.1.9","142.251.40.99","QUIC","1031","Protected Payload (KP0), DCID=ed62b71f0cc563d1"
"1580","47.699236","142.251.40.99","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"1581","47.717098","142.251.40.99","192.168.1.9","QUIC","162","Protected Payload (KP0)"
"1582","47.717691","142.251.40.99","192.168.1.9","QUIC","71","Protected Payload (KP0)"
"1583","47.717794","192.168.1.9","142.251.40.99","QUIC","78","Protected Payload (KP0), DCID=ed62b71f0cc563d1"
"1584","47.731530","142.251.40.99","192.168.1.9","QUIC","918","Protected Payload (KP0)"
"1585","47.731530","142.251.40.99","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"1586","47.731862","192.168.1.9","142.251.40.99","QUIC","81","Protected Payload (KP0), DCID=ed62b71f0cc563d1"
"1587","47.763502","192.168.1.9","142.251.40.99","QUIC","78","Protected Payload (KP0), DCID=ed62b71f0cc563d1"
"1588","47.792054","142.251.40.99","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"1589","47.948406","18.197.213.150","192.168.1.9","TCP","66","[TCP Dup ACK 84#3] 80  >  55704 [ACK] Seq=1 Ack=1 Win=442 Len=0 TSval=4122356296 TSecr=2174574781"
"1590","47.948740","192.168.1.9","18.197.213.150","TCP","70","[TCP Dup ACK 85#3] 55704  >  80 [ACK] Seq=1 Ack=2 Win=2048 Len=0 TSval=2174589888 TSecr=4118700384"
"1591","48.050483","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1592","48.055742","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1593","48.098938","192.168.1.183","100.21.156.247","TLSv1.2","127","Application Data"
"1594","48.191506","100.21.156.247","192.168.1.183","TLSv1.2","123","Application Data"
"1595","48.306886","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1596","48.403740","158.115.141.166","192.168.1.87","SIGCOMP","153","Msg format 1[Malformed Packet]"
"1597","48.406289","192.168.1.87","158.115.141.166","SIGCOMP","166","Msg format 1[Malformed Packet]"
"1598","48.442323","192.168.1.183","100.21.156.247","TCP","64","1862  >  8886 [ACK] Seq=70 Ack=70 Win=4035 Len=0"
"1599","48.479480","192.168.1.9","192.168.1.1","TCP","64","[TCP Dup ACK 105#3] 8080  >  43944 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"1600","48.479480","192.168.1.1","192.168.1.9","TCP","66","[TCP Dup ACK 106#3] 43944  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382194293 TSecr=1059262564"
"1601","48.900360","192.168.1.214","8.8.8.8","DNS","90","Standard query 0x08ea PTR 214.1.168.192.in-addr.arpa"
"1602","48.900360","192.168.1.214","8.8.8.8","DNS","87","Standard query 0x0fa8 PTR 1.0.17.172.in-addr.arpa"
"1603","48.905546","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0x08ea No such name PTR 214.1.168.192.in-addr.arpa"
"1604","48.908310","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0x0fa8 No such name PTR 1.0.17.172.in-addr.arpa"
"1605","48.997954","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"1606","49.307667","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1607","49.329478","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"1608","49.500988","192.168.1.214","8.8.8.8","DNS","87","Standard query 0xbeef PTR 1.0.17.172.in-addr.arpa"
"1609","49.500988","192.168.1.214","8.8.8.8","DNS","90","Standard query 0xbc18 PTR 214.1.168.192.in-addr.arpa"
"1610","49.506093","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0xbeef No such name PTR 1.0.17.172.in-addr.arpa"
"1611","49.508950","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0xbc18 No such name PTR 214.1.168.192.in-addr.arpa"
"1612","49.568937","209.206.49.216","192.168.1.87","TLSv1.2","136","Application Data"
"1613","49.570332","192.168.1.87","209.206.49.216","TLSv1.2","265","Application Data"
"1614","49.645766","209.206.49.216","192.168.1.87","TCP","66","30001  >  47568 [ACK] Seq=71 Ack=196 Win=1232 Len=0 TSval=2826181058 TSecr=382183819"
"1615","49.726256","192.168.1.172","114.30.34.49","TCP","70","55529  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1616","49.838355","192.168.1.211","192.168.1.1","DNS","88","Standard query 0x22c7 A win10.ipv6.microsoft.com"
"1617","49.840909","192.168.1.1","192.168.1.211","DNS","100","Standard query response 0x22c7 A win10.ipv6.microsoft.com A 0.0.0.0"
"1618","49.927960","114.30.34.49","192.168.1.172","TCP","66","443  >  55529 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1330 WS=16 SACK_PERM"
"1619","49.929806","192.168.1.172","114.30.34.49","TCP","64","55529  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"1620","49.930068","192.168.1.172","114.30.34.49","TLSv1.2","575","Client Hello (SNI=apu-chin2.htc.com)"
"1621","49.998778","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"1622","50.080924","192.168.1.9","142.251.35.163","UDP","163","49313  >  443 Len=117"
"1623","50.088188","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"1624","50.097022","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1625","50.102919","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"1626","50.102919","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"1627","50.102920","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"1628","50.105066","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1629","50.110275","ASUSTekCOMPU_29:4c:fe","Broadcast","ARP","64","Who has 192.168.1.156? Tell 192.168.1.216"
"1630","50.112998","142.251.35.163","192.168.1.9","UDP","67","443  >  49313 Len=25"
"1631","50.138925","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [PSH, ACK] Seq=1 Ack=518 Win=34656 Len=1330 [TCP segment of a reassembled PDU]"
"1632","50.139187","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [PSH, ACK] Seq=1331 Ack=518 Win=34656 Len=1330 [TCP segment of a reassembled PDU]"
"1633","50.139405","114.30.34.49","192.168.1.172","TLSv1.2","1245","Server Hello, Certificate, Server Hello Done"
"1634","50.140941","192.168.1.172","114.30.34.49","TCP","64","55529  >  443 [ACK] Seq=518 Ack=3852 Win=131584 Len=0"
"1635","50.141555","192.168.1.172","114.30.34.49","TLSv1.2","400","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1636","50.231715","192.168.1.183","255.255.255.255","UDP","234","49154  >  6667 Len=188"
"1637","50.308368","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1638","50.320336","34.155.84.81","192.168.1.9","TLSv1.3","105","Application Data"
"1639","50.320336","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [ACK] Seq=1722 Ack=5221 Win=131008 Len=0 TSval=3998839471 TSecr=46916840"
"1640","50.320336","192.168.1.9","34.155.84.81","TCP","70","65287  >  443 [FIN, ACK] Seq=1722 Ack=5221 Win=131072 Len=0 TSval=3998839471 TSecr=46916840"
"1641","50.344320","114.30.34.49","192.168.1.172","TCP","60","443  >  55529 [ACK] Seq=3852 Ack=860 Win=34320 Len=0"
"1642","50.347702","114.30.34.49","192.168.1.172","TLSv1.2","129","Change Cipher Spec, Encrypted Handshake Message"
"1643","50.349664","192.168.1.172","114.30.34.49","TLSv1.2","847","Application Data"
"1644","50.406207","34.155.84.81","192.168.1.9","TLSv1.3","90","Application Data"
"1645","50.406208","192.168.1.9","34.155.84.81","TCP","64","65287  >  443 [RST] Seq=1723 Win=0 Len=0"
"1646","50.406476","34.155.84.81","192.168.1.9","TCP","66","443  >  65287 [FIN, ACK] Seq=5245 Ack=1723 Win=64128 Len=0 TSval=46916926 TSecr=3998839471"
"1647","50.406477","192.168.1.9","34.155.84.81","TCP","64","65287  >  443 [RST] Seq=1723 Win=0 Len=0"
"1648","50.445437","52.23.140.126","192.168.1.81","SSL","98","Continuation Data"
"1649","50.486173","192.168.1.81","52.23.140.126","TCP","70","42044  >  443 [ACK] Seq=14790 Ack=10335 Win=501 Len=0 TSval=3384386662 TSecr=2363469170"
"1650","50.551165","114.30.34.49","192.168.1.172","TCP","60","443  >  55529 [ACK] Seq=3927 Ack=1649 Win=33536 Len=0"
"1651","50.555991","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [ACK] Seq=3927 Ack=1649 Win=1048560 Len=1330 [TCP segment of a reassembled PDU]"
"1652","50.556193","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [ACK] Seq=5257 Ack=1649 Win=1048560 Len=1330 [TCP segment of a reassembled PDU]"
"1653","50.556678","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [ACK] Seq=6587 Ack=1649 Win=1048560 Len=1330 [TCP segment of a reassembled PDU]"
"1654","50.556959","114.30.34.49","192.168.1.172","TCP","1384","443  >  55529 [ACK] Seq=7917 Ack=1649 Win=1048560 Len=1330 [TCP segment of a reassembled PDU]"
"1655","50.557264","114.30.34.49","192.168.1.172","TLSv1.2","1875","Application Data"
"1656","50.558233","192.168.1.172","114.30.34.49","TCP","64","55529  >  443 [ACK] Seq=1649 Ack=9247 Win=131584 Len=0"
"1657","50.559998","192.168.1.172","157.240.241.55","TLSv1.2","525","Application Data"
"1658","50.559998","192.168.1.172","114.30.34.49","TCP","64","55529  >  443 [ACK] Seq=1649 Ack=11068 Win=131584 Len=0"
"1659","50.560711","192.168.1.172","114.30.34.49","TLSv1.2","111","Encrypted Alert"
"1660","50.560711","192.168.1.172","114.30.34.49","TCP","64","55529  >  443 [FIN, ACK] Seq=1702 Ack=11068 Win=131584 Len=0"
"1661","50.574383","192.168.1.185","34.122.121.32","TCP","78","[TCP Retransmission] 43038  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3837404688 TSecr=0 WS=128"
"1662","50.580392","192.168.1.172","23.197.17.65","TCP","70","55530  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1663","50.583862","157.240.241.55","192.168.1.172","TLSv1.2","145","Application Data"
"1664","50.585546","23.197.17.65","192.168.1.172","TCP","66","443  >  55530 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM WS=128"
"1665","50.588495","192.168.1.172","23.197.17.65","TCP","64","55530  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1666","50.588495","192.168.1.172","157.240.241.55","TLSv1.2","901","Application Data"
"1667","50.588751","192.168.1.172","157.240.241.55","TLSv1.2","92","Application Data"
"1668","50.588751","192.168.1.172","23.197.17.65","TLSv1.2","238","Client Hello (SNI=store.viveport.com)"
"1669","50.591830","23.197.17.65","192.168.1.172","TCP","66","[TCP Out-Of-Order] 443  >  55530 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM WS=128"
"1670","50.591830","157.240.241.55","192.168.1.172","TCP","60","443  >  55303 [ACK] Seq=32323 Ack=13820 Win=920 Len=0"
"1671","50.593264","23.197.17.65","192.168.1.172","TCP","60","443  >  55530 [ACK] Seq=1 Ack=181 Win=64128 Len=0"
"1672","50.593349","192.168.1.172","23.197.17.65","TCP","70","[TCP Dup ACK 1665#1] 55530  >  443 [ACK] Seq=181 Ack=1 Win=131072 Len=0 SLE=0 SRE=1"
"1673","50.594447","23.197.17.65","192.168.1.172","TLSv1.2","2814","Server Hello"
"1674","50.594760","23.197.17.65","192.168.1.172","TLSv1.2","274","Certificate, Server Key Exchange, Server Hello Done"
"1675","50.600146","192.168.1.172","23.197.17.65","TCP","64","55530  >  443 [ACK] Seq=181 Ack=2981 Win=131072 Len=0"
"1676","50.600147","192.168.1.172","23.197.17.65","TLSv1.2","184","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1677","50.604366","23.197.17.65","192.168.1.172","TCP","60","443  >  55530 [ACK] Seq=2981 Ack=307 Win=64128 Len=0"
"1678","50.604366","23.197.17.65","192.168.1.172","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1679","50.606686","192.168.1.172","23.197.17.65","TLSv1.2","250","Application Data"
"1680","50.610981","23.197.17.65","192.168.1.172","TCP","60","443  >  55530 [ACK] Seq=3239 Ack=499 Win=64128 Len=0"
"1681","50.617006","157.240.241.55","192.168.1.172","TLSv1.2","2814","Application Data"
"1682","50.617116","157.240.241.55","192.168.1.172","TLSv1.2","164","Application Data"
"1683","50.617305","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"1684","50.619012","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=13820 Ack=35480 Win=512 Len=0"
"1685","50.656096","23.197.17.65","192.168.1.172","TLSv1.2","336","Application Data"
"1686","50.678718","192.168.1.172","114.30.34.49","TCP","70","55531  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1687","50.705031","192.168.1.172","23.197.17.65","TCP","64","55530  >  443 [ACK] Seq=499 Ack=3521 Win=130560 Len=0"
"1688","50.712483","Espressif_0a:94:2e","Broadcast","ARP","64","ARP Announcement for 192.168.1.183"
"1689","50.761791","114.30.34.49","192.168.1.172","TCP","60","443  >  55529 [ACK] Seq=11068 Ack=1702 Win=40912 Len=0"
"1690","50.761791","114.30.34.49","192.168.1.172","TCP","60","[TCP Previous segment not captured] 443  >  55529 [ACK] Seq=11122 Ack=1703 Win=40912 Len=0"
